census_section,income_2022_house,income_2022_pers
0818702013,28548,9493
0818702014,23898,7122
0818702015,33815,13223
0818702016,43838,19576
0818702017,50167,21231
0818703001,33271,12263
0818703002,33704,12793
0818703003,32472,12276
0818703004,32252,11882
0818703005,31724,12967
0818703006,32503,12760
0818703007,29930,11780
0818703008,32884,11834
0818703009,30487,10600
0818703010,35039,14208
0818703011,27908,10865
0818703012,33623,12175
0818703013,30933,12160
0818703014,29654,10708
0818703015,32259,12379
0818703016,26777,9452
0818703017,26518,11109
0818703018,28993,11815
0818703019,41111,16576
0818703020,35780,13053
0818703021,27519,11492
0818703022,26010,10775
0818703023,36702,14487
0818703024,36577,14837
0818703025,35654,13713
0818703026,47519,16914
0818703027,32680,12686
0818704001,36876,13909
0818704002,29308,11447
0818704003,33168,12794
0818704004,34235,13465
0818704005,36589,14176
0818704006,40159,16099
0818704007,38658,15015
0818704008,39796,16072
0818704009,50452,18477
0818704010,27357,12697
0818704011,33467,12297
0818704012,30394,11239
0818704013,32274,12168
0818704014,35404,13669
0818704015,27483,11118
0818704016,35082,13392
0818704017,30702,12294
0818704018,31197,12034
0818704019,27329,11083
0818704020,29787,12294
0818704021,34629,12945
0818704022,38581,14875
0818704023,33981,12385
0818704024,40831,15055
0818704025,37347,14092
0818704026,49128,16733
0818704027,47827,16879
0818704028,56198,18965
0818704029,58437,19321
0818704030,42138,16276
0818705001,35514,14403
0818705002,42037,16725
0818705003,45697,18930
0818705004,37971,16062
0818705005,34774,14093
0818705006,38590,15064
0818705007,31308,11803
0818705008,24976,9734
0818705009,36415,14584
0818705011,25158,10161
0818705012,31320,12162
0818705013,39622,16319
0818705014,41110,15276
0818705015,45875,17972
0818705016,34897,13484
0818706001,29789,10904
0818706002,30850,11270
0818706003,32244,12409
0818706004,30897,11911
0818706005,30911,11709
0818706006,30407,11601
0818706007,24843,8812
0818706008,33961,14134
0818706009,28359,9919
0818706010,27325,9537
0818706011,27317,9810
0818706012,27172,9949
0818706013,26332,9996
0818706014,32965,13205
0818706016,33126,13100
0818706017,32329,12619
0818706018,25874,10138
0818706020,33104,12588
0818706021,31842,11627
0818706022,31550,11623
0818706023,33895,13416
0818706024,30743,11798
0818706025,25695,9544
0818707001,27447,10636
0818707002,28687,10014
0818707003,26045,9284
0818707004,29038,10191
0818707005,31953,12081
0818707006,30338,11372
0818707007,32857,12224
0818707008,26290,9650
0818801001,58110,15778
0818901001,52822,18912
0819001001,42713,20502
0819101001,32523,14316
0819101003,37001,15619
0819101004,36612,15012
0819101005,39856,15654
0819101006,36412,14519
0819201001,35077,14660
0819201002,42651,15996
0819201003,46769,17458
0819201004,59646,19616
0819301001,39712,15319
0819401001,39783,15047
0819401002,38806,14431
0819401003,35498,12135
0819401004,38643,14583
0819401005,38129,14821
0819401006,40218,15583
0819402001,35179,12819
0819402002,31997,11677
0819402003,39302,13772
0819402004,34241,13831
0819402005,39580,14878
0819403001,31752,11937
0819404001,42581,15942
0819405001,33224,12939
0819405002,29171,11691
0819405003,29444,11349
0819405004,29392,12012
0819406001,24726,8260
0819406002,23116,7981
0819406003,23723,7193
0819406004,23491,7601
0819406005,27533,10280
0819406006,24343,8362
0819406007,34459,12216
0819501001,40861,15370
0819601001,36185,14431
0819601002,36310,13688
0819601003,33840,13106
0819601004,36565,13861
0819601005,38584,15531
0819601006,35957,12891
0819601007,39316,15659
0819601008,45933,16170
0819601009,37552,13793
0819601010,33801,12924
0819601011,38325,13992
0819601012,57712,20022
0819601013,42202,16049
0819601014,46118,16242
0819701001,35355,15207
0819701002,52588,19754
0819701003,44716,15481
0819702001,74574,24690
0819702002,48628,18281
0819702003,62521,22793
0819801001,42825,16104
0819801002,51642,17846
0819801003,61073,21809
0819801004,35203,14605
0819901001,39984,14609
0820001001,28826,11472
0820001002,29460,12683
0820001003,29494,12763
0820001004,33043,12500
0820001005,41652,15960
0820001006,27592,12545
0820001007,31310,13823
0820002001,47626,16567
0820002002,34828,12586
0820002003,32745,12753
0820002004,34932,13471
0820002005,35669,13177
0820002006,39107,14263
0820002007,33012,13222
0820002008,38791,15549
0820002009,33802,13095
0820002010,40202,14958
0820002011,44060,16935
0820002012,38124,13884
0820002013,65408,22515
0820002014,37216,14413
0820002015,37298,13855
0820002016,50801,18066
0820002017,44666,16480
0820002018,48475,16601
0820002019,36234,15206
0820003001,41145,16649
0820003002,40724,15707
0820003003,38575,14935
0820003004,39427,15690
0820003005,38702,15014
0820003006,41452,15342
0820003007,39463,15284
0820003008,38261,15720
0820003009,30287,12054
0820004001,37138,14600
0820004002,41874,16110
0820004003,36236,14752
0820004004,37471,14825
0820004005,37326,14151
0820004006,33565,12972
0820004007,38610,14481
0820004008,38249,14859
0820004009,39276,15222
0820005001,46393,15880
0820005002,28278,10200
0820005003,28463,10040
0820006001,40130,13933
0820006002,31362,12531
0820006003,28818,10775
0820101001,37249,15930
0820201001,41480,16121
0820201002,48168,18109
0820201003,37355,14467
0820201004,31469,11212
0820201005,38290,14313
0820201006,39387,14511
0820201007,34916,13303
0820201008,48610,17320
0820201009,38809,14938
0820202001,37730,14073
0820301001,36977,14776
0820301002,41115,16284
0820401001,48062,16804
0820401002,44447,15431
0820501001,48602,18855
0820501002,50730,18813
0820501003,50309,18524
0820501004,66639,23074
0820501005,59333,20151
0820501006,43678,15641
0820501007,45357,16282
0820501008,45581,16649
0820501009,86928,28106
0820501010,40838,14708
0820501011,53987,19536
0820501012,84506,28861
0820501013,80961,25427
0820501014,69319,23677
0820501015,74787,23627
0820501016,70615,24394
0820501017,78736,23799
0820501018,65546,21499
0820501019,77188,24760
0820501020,62619,20482
0820501021,51029,18922
0820501022,44173,15690
0820501023,66353,22607
0820501024,66849,21423
0820502001,98221,34765
0820502002,51259,19612
0820502003,52273,19230
0820502004,67685,23364
0820502005,42009,15523
0820502006,96240,30198
0820502007,53294,19675
0820502008,93590,30400
0820502009,95485,31259
0820502010,87854,28010
0820502011,98221,34120
0820502012,90063,29492
0820503001,81621,24085
0820503002,96801,28270
0820503003,94108,28706
0820503004,80019,23578
0820504001,56831,19128
0820504002,60358,18711
0820504003,57498,18528
0820505001,98221,33321
0820505002,69837,21552
0820505003,91677,27941
0820505004,98221,29703
0820505005,78849,23004
0820505006,79284,24314
0820505007,63590,21448
0820505008,70751,21300
0820506001,50082,16524
0820601001,45949,15752
0820701001,46786,17073
0820701002,49462,17402
0820801001,43849,17635
0820801002,54379,19323
0820801003,50887,17174
0820801004,49413,17928
0820801005,53199,19208
0820901001,50269,17206
0820901002,42275,15367
0820901003,54611,18252
0820901004,50523,16962
0821001001,40598,15730
0821001002,39415,15628
0821002001,39412,14930
0821002002,35133,14017
0821101001,47091,18768
0821101002,48421,20029
0821101003,48366,17866
0821101004,56153,20089
0821101005,42365,16224
0821101006,41189,16476
0821101007,48100,18568
0821101008,64120,22811
0821102003,33827,12968
0821102004,37408,14368
0821102006,42400,14944
0821102007,39252,14538
0821102008,36138,14371
0821103001,35294,14756
0821103002,43989,17732
0821103003,48288,18621
0821103004,45316,17463
0821103005,40424,15949
0821104003,33197,13603
0821104006,33202,12639
0821104007,32354,13330
0821104008,34167,13039
0821105001,32586,13060
0821105002,32979,12139
0821105003,31810,12099
0821105004,33966,12268
0821105005,39189,15330
0821106004,51487,17934
0821107001,58741,19494
0821107002,69694,23321
0821107003,57974,18806
0821201001,38475,15427
0821301001,39839,15049
0821301002,39072,15384
0821301003,51680,18060
0821301004,83612,28040
0821301005,39014,15399
0821301006,34090,13110
0821401001,71638,24993
0821401002,33467,13427
0821401003,38923,15046
0821401004,54581,20347
0821402001,47882,17685
0821402002,50826,17591
0821501001,38890,15231
0821501002,38803,14642
0821501003,43676,16468
0821601001,37179,17217
0821701001,59930,22236
0821701002,41983,17185
0821701003,46095,17358
0821701004,54454,19246
0821701005,41326,15959
0821701006,37189,15211
0821701007,39084,15123
0821701008,42769,16338
0821701009,61530,20015
0821701010,62640,20517
0821702002,43731,16731
0821702003,32425,12518
0821702004,31694,12085
0821703001,32914,13140
0821703002,32690,12815
0821703003,31400,12464
0821703004,32519,12876
0821703005,32790,12352
0821704001,60011,20292
0821704002,61864,21808
0821705001,51774,19214
0821705002,64632,24039
0821706001,52737,19615
0821801001,37657,14322
0821801002,40731,14871
0821801003,38401,14849
0821801005,38626,15097
0821801006,39645,14904
0821901001,52758,19912
0821901002,44067,17720
0821901003,45510,17832
0821901004,57159,19959
0821901005,45458,18625
0821901006,53548,20494
0821902001,55101,21006
0821902002,62407,23122
0821902003,47931,19404
0821902004,54301,20826
0821902005,57793,21204
0821903001,47300,18609
0821903002,50581,18730
0821903003,37609,13343
0821903004,32638,11925
0822001001,46012,16834
0822001002,64985,22333
0822101001,75895,29178
0822101002,60594,23118
0822101003,58361,22808
0822101004,51809,20946
0822101005,74170,24461
0822101006,70592,24580
0822101007,58443,22051
0822101008,51193,21725
0822101009,98221,31020
0822101010,60548,22437
0822201001,41911,16015
0822301001,35927,14603
0822401001,35676,14410
0822501001,47498,17272
0822601001,45867,16028
0822701001,36531,13799
0822701002,42300,14858
0822801001,39235,15082
0822901001,39260,16327
0823001001,60401,21461
0823001002,53045,18570
0823001003,31673,11720
0823001004,62620,22105
0823001005,32532,12046
0823001006,69656,23930
0823101001,49702,18696
0823101002,44557,16984
0823101003,40935,15966
0823101004,32247,11408
0823101005,31834,11922
0823101006,29015,10690
0823101007,31680,11857
0823101008,49836,18661
0823101009,39907,14897
0823101010,31899,11999
0823101011,29448,11293
0823101012,46687,16879
0823101013,39486,14648
0823101014,45798,19514
0823101015,49684,17995
0823101016,41107,15772
0823101017,37075,13988
0823201001,38269,14941
0823301001,38086,14624
0823301002,40376,15239
0823401001,41102,15183
0823401002,45118,16155
0823401003,41835,15429
0823501001,48778,18823
0823501002,42830,17850
0823501003,38471,17317
0823601001,33990,12704
0823701001,38680,15634
0823701002,36727,15825
0823801001,51056,19905
0823801002,80112,27032
0823801003,42244,15846
0823801004,69338,22799
0823801005,57468,19625
0823801006,72748,24100
0823801007,71351,23345
0823801008,65335,22768
0823801009,59241,19255
0823801010,52321,19339
0823801011,41117,16209
0823801012,71076,24818
0823901001,51078,20462
0824001001,40788,16546
0824001002,38777,15459
0824001003,38536,13936
0824001004,53099,18010
0824002001,47229,18211
0824002002,42393,16105
0824002003,44900,16742
0824002004,45322,17414
0824101001,.,.
0824201001,32736,15326
0824301001,71607,21404
0824401001,47759,17350
0824401002,47218,17738
0824401003,46527,15789
0824401004,62082,19252
0824401005,45043,16045
0824501001,41383,16056
0824501002,50196,19754
0824501003,28783,10760
0824501004,31751,11666
0824501005,35076,12364
0824501006,32179,12132
0824501007,28309,9330
0824501009,31541,11299
0824501010,30628,10101
0824501011,32131,12853
0824501012,34675,13433
0824501013,39436,14927
0824501014,43327,16498
0824501015,37348,14120
0824501016,39999,16044
0824501017,33610,13735
0824501018,35612,14185
0824501019,34051,14033
0824502001,30679,11963
0824502002,34949,13911
0824502003,35265,12665
0824502004,30242,10578
0824502005,31125,11377
0824502006,30801,11699
0824502007,36418,13121
0824502008,31661,11464
0824502009,31896,11633
0824502010,29741,11436
0824502011,30521,10939
0824503001,32121,12319
0824503002,33103,13452
0824503003,29137,10720
0824503004,30903,11519
0824503005,29461,10949
0824503006,33423,12141
0824503007,33510,13566
0824503008,34807,12742
0824503009,33541,13367
0824503010,39840,14985
0824503011,36391,13724
0824503012,34182,13034
0824503013,33903,13338
0824503014,31652,11797
0824503015,49163,16559
0824503016,30771,12925
0824503017,37314,14237
0824504001,37261,14857
0824504002,41597,16337
0824504003,38198,14291
0824504004,35902,14751
0824504005,33606,13842
0824504006,32636,13570
0824504007,34373,13473
0824504008,35466,13934
0824504009,32838,13499
0824504010,33483,12812
0824504011,33999,12111
0824504012,31269,11718
0824504013,35968,14194
0824504014,33604,12777
0824504015,29032,10590
0824504016,32956,12953
0824505001,27266,9409
0824505002,29384,10902
0824505003,32369,11149
0824505004,31999,11378
0824505005,27798,10272
0824505006,28239,9534
0824505007,28415,10274
0824505008,28786,9337
0824505009,29791,10433
0824505011,28191,9282
0824505012,27813,8884
0824505013,28571,9264
0824505014,31805,10953
0824505015,29222,9759
0824505016,33540,12656
0824505018,24673,7712
0824505019,31969,11762
0824506002,30051,10114
0824506003,29501,9604
0824506004,30098,11166
0824506005,29749,9581
0824506008,29622,9489
0824506009,27364,8683
0824506011,27865,8054
0824506012,27290,8261
0824506014,26337,8181
0824601001,40183,15475
0824701001,43934,16023
0824801001,42578,15447
0824801002,47809,16359
0824801003,49809,16942
0824801004,43013,15389
0824901001,46579,16084
0825001001,45616,17066
0825001002,31722,11411
0825001003,32494,12437
0825001004,33217,12978
0825001005,30464,11329
0825001006,29735,10742
0825001007,29415,10260
0825101001,37525,14801
0825101002,37627,13733
0825101003,35852,12993
0825101004,33888,12441
0825201001,40689,14850
0825201002,42756,15305
0825201003,32594,12320
0825201004,32986,12544
0825201005,34675,12600
0825201006,36226,13597
0825201007,45876,17178
0825201008,34253,13335
0825201009,36354,13350
0825201010,47320,17346
0825201011,48606,16137
0825201018,33326,13337
0825201019,37390,13950
0825201020,32522,12683
0825201021,40128,13905
0825201022,50385,17786
0825201023,55504,18700
0825201024,34003,13051
0825201025,41604,15722
0825201026,43669,15830
0825201027,41977,16418
0825201028,46165,16761
0825201029,48270,16759
0825301001,32252,15143
0825401001,40601,16157
0825501001,48681,15947
0825601001,47495,16899
0825701001,36541,15623
0825801001,37872,15085
0825901001,35246,13540
0825901002,44156,15928
0825901003,45314,16309
0825901004,44539,17048
0826001001,34610,13247
0826001002,38133,14230
0826001003,39677,15116
0826001004,28491,9608
0826001005,35694,12155
0826001006,34874,13686
0826001007,44761,15613
0826001008,44695,15629
0826001009,44998,16910
0826001010,44134,16809
0826001011,40283,15264
0826001012,38495,14245
0826001013,59883,17872
0826001014,43240,15489
0826001015,36936,14164
0826001016,50701,16646
0826101001,42392,15378
0826101002,37433,13320
0826201001,35107,13775
0826201002,36287,13538
0826201003,34959,14074
0826202001,33495,12827
0826202002,35001,12893
0826301001,41256,15406
0826301002,41119,15662
0826301003,41075,14942
0826301004,40704,14758
0826301005,40276,14662
0826301006,37978,14059
0826301007,41441,14695
0826301008,36244,13804
0826301009,34539,14102
0826301010,37407,14232
0826301011,40200,14721
0826301012,29386,11409
0826302001,34443,11385
0826302002,35802,12486
0826302003,38542,12555
0826303001,37564,13084
0826303002,39785,13132
0826304001,42052,14433
0826304002,46075,15536
0826304003,47008,16446
0826401001,65199,22392
0826401002,49975,19780
0826401003,62274,19763
0826401004,61514,22497
0826501001,43041,16621
0826601001,38511,14552
0826601002,40625,16387
0826601003,39486,15243
0826601004,29461,12963
0826601005,31163,13115
0826601006,51627,18295
0826601007,45050,17578
0826601008,39405,15610
0826601009,40916,16203
0826601010,42083,14908
0826601011,46897,15898
0826601012,36419,14978
0826601013,51743,18724
0826601014,54666,19215
0826601015,34768,14043
0826601016,37070,14901
0826601017,30506,12366
0826601018,41327,16500
0826601019,36919,14823
0826601020,97723,29134
0826601027,32061,12921
0826601028,60349,22506
0826601029,53598,19543
0826601030,49053,19211
0826601031,33480,13886
0826601032,58278,21407
0826601033,35743,13787
0826601034,37190,15760
0826601035,54384,18925
0826601036,45987,16764
0826601037,44338,17716
0826601038,47341,17292
0826601039,40769,16133
0826601040,98221,31030
0826701001,43762,16113
0826701002,39257,14594
0826701003,43066,14536
0826701004,42895,16105
0826701005,46158,15425
0826801001,33517,15142
0826901001,48911,18773
0826901002,40394,14943
0827001001,36091,16902
0827001002,36975,16425
0827001003,63994,26956
0827001004,47825,20638
0827001005,64059,22736
0827001006,60370,21681
0827002001,37371,17112
0827002002,54306,19857
0827002003,38585,18058
0827002004,33701,14967
0827002005,31997,13419
0827002006,41513,17340
0827002007,49553,22549
0827002009,62006,24972
0827002010,62564,20773
0827002011,43985,15651
0827101001,.,.
0827201001,39399,14343
0827301001,40373,15649
0827301002,41483,15334
0827301003,42667,15416
0827401001,37354,15211
0827401002,32177,13282
0827401004,42755,16547
0827401005,40645,16656
0827501001,56286,20150
0827601001,42678,16004
0827701001,34433,16441
0827801001,44647,16160
0827801002,42551,16029
0827801003,55403,21062
0827801004,45184,17020
0827901001,56008,24878
0827901002,53507,20931
0827901004,49765,19585
0827901005,55102,20446
0827901006,50955,20622
0827901007,48884,20742
0827901008,58406,21801
0827901009,54485,20633
0827901010,52891,19977
0827901011,37501,14563
0827901012,36452,15936
0827901013,32089,12551
0827901014,36824,13824
0827901015,40471,15197
0827901016,41690,17308
0827901017,47058,18204
0827901018,53335,19126
0827901019,35212,14889
0827901020,48549,20546
0827901021,40064,16279
0827901022,43862,17296
0827901023,49926,19731
0827901024,57262,22115
0827901025,50726,21045
0827902001,30395,10537
0827902003,35365,8180
0827902004,30644,7981
0827902005,28019,9989
0827902006,32001,10711
0827902008,31904,11513
0827902009,30755,10613
0827902011,29601,11380
0827902012,22296,7405
0827902014,34878,13698
0827902015,22123,8067
0827902016,39893,14638
0827902017,27782,11225
0827903001,35136,14011
0827903002,36909,14184
0827903003,31337,12345
0827903004,31051,12688
0827903005,36091,15386
0827903006,44054,16685
0827903007,39363,16211
0827903008,31873,12615
0827903014,31146,11072
0827903015,32102,12693
0827903016,26378,9271
0827903017,28573,10563
0827903018,32290,12070
0827903019,28914,10227
0827903020,31270,12515
0827904001,47856,19060
0827904002,43252,17555
0827904003,39911,16229
0827904004,36986,15153
0827904005,34523,14021
0827904006,33610,12902
0827904007,32848,13119
0827904008,33044,13410
0827904009,29743,11638
0827904010,41486,9339
0827904012,35865,14521
0827904013,40723,17049
0827904014,47825,18446
0827904015,49113,19477
0827904016,45040,18186
0827904017,45634,18632
0827904018,36143,14650
0827904019,35834,13729
0827904020,27926,9696
0827904021,33070,11254
0827904022,41200,14284
0827904023,39204,14215
0827904024,44715,14954
0827904025,36857,14139
0827904026,44402,17930
0827905001,46090,16533
0827905002,33399,13395
0827905003,37478,14944
0827905004,41053,16225
0827905005,36612,15857
0827905006,40870,16830
0827905007,46815,17786
0827905008,41299,16657
0827905009,39313,16209
0827905010,27464,11272
0827905011,38546,15368
0827905012,36215,13586
0827905013,35965,13868
0827905014,36496,12977
0827905015,32635,13027
0827905016,34078,13872
0827905017,43280,16544
0827905018,31045,13922
0827905019,46290,16565
0827905020,40104,15716
0827905021,38271,15647
0827905022,39480,14487
0827905023,46719,18404
0827905024,45853,17783
0827905025,40543,16055
0827905026,42491,17824
0827905027,42505,17536
0827905028,42110,15893
0827905029,46806,16021
0827905030,34745,12892
0827905031,65549,13660
0827905032,35810,14625
0827906001,35045,12960
0827906002,33226,12240
0827906003,31089,11751
0827906004,29944,10162
0827906005,31899,12631
0827906006,36571,14128
0827906008,34386,14556
0827906009,34156,12751
0827906010,36481,14005
0827906011,29883,11422
0827906012,30395,11981
0827906013,32242,12263
0827906014,30839,10713
0827906016,32135,11950
0827906018,27015,10550
0827906020,24616,9411
0827906023,35779,12849
0827906024,35576,12700
0827906025,34279,11887
0827906026,33156,12228
0827906027,29715,11827
0827906028,36530,14310
0827906029,37317,13530
0827906030,36329,13435
0827906031,30591,11684
0827906032,40477,15022
0827906033,49226,15822
0827907001,46899,16672
0827907002,32033,12119
0827907003,29025,9892
0827907004,45353,15538
0827907005,47819,17138
0828001001,37859,17427
0828101001,53877,20185
0828101002,59369,21309
0828101003,71153,23834
0828201001,54940,20080
0828201002,62555,22328
0828201003,55931,19388
0828201004,66352,23550
0828201005,73749,24411
0828301001,37603,14707
0828301002,54411,19996
0828301003,42625,15713
0828301004,42496,14586
0828401001,31955,12685
0828401002,30589,11872
0828401003,32682,12843
0828401004,33984,13057
0828402001,31877,12324
0828402002,33214,12264
0828402003,35514,13685
0828501001,37677,14701
0828501002,41631,15975
0828501004,39408,14782
0828502001,43139,16091
0828502002,39346,15419
0828503001,39676,14784
0828503002,33578,13869
0828503003,38802,15560
0828601001,40114,14727
0828601002,30255,12243
0828701001,42079,16006
0828801001,29936,11678
0828901001,44429,16665
0828901002,50224,17463
0828901003,54207,18163
0828901004,43076,16788
0829001001,48808,16600
0829101001,44534,16920
0829101002,45420,16185
0829101003,41004,14609
0829101004,40701,14021
0829201001,38530,14688
0829301001,37810,18077
0829401001,41570,15719
0829401002,42041,15399
0829501001,36381,14098
0829501002,36523,13737
0829501003,51337,18068
0829501004,50378,17556
0829501005,43397,14544
0829501006,47235,15502
0829501007,51958,17169
0829501008,46951,16296
0829501009,36108,12893
0829501010,49026,15915
0829601001,57685,19741
0829701001,40848,13461
0829801001,38358,14976
0829802001,36865,14067
0829802002,53420,18158
0829802003,43552,17033
0829802004,35165,13106
0829802005,40686,16058
0829802006,38187,14291
0829803001,50882,21458
0829803003,37126,12503
0829803004,40540,13488
0829803005,32936,10089
0829803006,36085,11076
0829803007,47927,18486
0829803008,35301,10912
0829803009,40252,15248
0829803010,..,..
0829803011,34358,10448
0829803012,48532,19293
0829803013,44065,17616
0829804001,37617,14583
0829804002,36823,12231
0829804003,42458,15608
0829804004,37616,13187
0829805001,58302,19929
0829901001,34445,15220
0830001001,53902,18910
0830001002,42604,15231
0830001003,51486,17619
0830001004,66359,20039
0830001006,55516,18376
0830101001,34844,12892
0830101002,40049,14411
0830101003,39975,15076
0830101004,38695,15155
0830101005,45230,17128
0830101006,37742,14900
0830101007,36633,13341
0830101008,36422,14145
0830101009,40382,14899
0830101010,32185,12767
0830101011,43765,17056
0830101012,49250,17946
0830101013,49114,17381
0830101014,41073,14566
0830101015,36095,13615
0830101016,54350,18952
0830102001,31305,11898
0830102002,35821,12104
0830102003,50513,18143
0830102004,35414,12794
0830102005,46598,16962
0830102006,32148,12394
0830102007,30472,12538
0830102008,41123,15276
0830102009,31509,11843
0830102010,33684,13296
0830102011,38958,13979
0830102012,33297,13338
0830102013,40130,14477
0830102014,35407,13048
0830102015,35256,13157
0830102016,44740,15834
0830102017,40119,14546
0830102018,28127,10503
0830102019,29380,11918
0830102020,44921,16270
0830102021,35102,13063
0830102022,39421,15073
0830102023,57284,18756
0830102024,42980,15256
0830102025,40208,14546
0830102026,50929,16651
0830102027,45962,16014
0830102028,50302,16945
0830102029,53748,18107
0830201001,31916,12547
0830201002,32832,12530
0830201003,34563,12581
0830201004,32994,12785
0830201005,34662,12540
0830201006,35624,12914
0830201007,32935,13352
0830301001,37460,16609
0830401001,47432,16159
0830501001,33715,13353
0830501002,33223,12893
0830501003,29031,13706
0830502001,31132,11136
0830502002,35927,14543
0830502003,31233,11654
0830502004,30555,11906
0830502005,35355,14785
0830502006,30542,11736
0830503001,34661,13479
0830503002,34552,14429
0830503003,37778,14961
0830503004,54306,18656
0830504001,43035,17128
0830504002,39330,15998
0830504003,37047,14313
0830504004,40444,16647
0830504005,40678,16147
0830504006,37188,16005
0830504007,52658,19619
0830504008,39591,14657
0830504009,41787,15664
0830601001,35965,13432
0830701001,37835,15942
0830701002,42450,17697
0830701003,37868,16459
0830701004,41328,17196
0830701005,40331,17516
0830701006,36068,15245
0830701007,35769,14455
0830701008,39210,15637
0830701009,56218,20840
0830701010,41285,17304
0830701011,35572,14532
0830702001,44046,19580
0830702002,38964,16097
0830702003,41269,17049
0830702004,35455,15108
0830702006,37259,15591
0830702007,34864,14362
0830702008,47625,21805
0830703001,35526,15568
0830703002,40465,16793
0830703003,34856,14877
0830703004,34770,13583
0830703005,28074,10864
0830704001,43160,17738
0830704002,34143,14988
0830704003,37055,15215
0830704004,32984,13540
0830704005,39508,15733
0830704006,33675,13785
0830704007,45499,15434
0830704008,26931,10440
0830704009,39527,15426
0830704010,38973,15309
0830704011,31583,13121
0830704012,45414,16309
0830704013,52230,17939
0830704014,52340,17317
0830704015,43539,16349
0830704016,39975,15242
0830704017,42325,14726
0830801001,52590,16415
0890101001,39166,17029
0890201001,50169,17423
0890201002,52635,18377
0890201003,51980,16731
0890301001,38998,19903
0890401001,32651,13029
0890401002,28694,10525
0890401003,29962,11573
0890401004,28125,11115
0890401005,29903,11264
0890401006,32024,12732
0890401007,28804,11955
0890401008,29484,11365
0890401009,30298,11939
0890401010,32097,13550
0890401011,31789,12851
0890401012,32681,13090
0890501001,51639,19348
0890501002,42392,16444
