station_id,n_observations,bikes_available_mean,bikes_available_std,bikes_available_min,bikes_available_max,docks_available_mean,docks_available_std,docks_available_min,docks_available_max,mechanical_bikes_mean,ebikes_mean,bikes_ratio_capacity_mean,bikes_ratio_capacity_std,docks_ratio_capacity_mean,docks_ratio_capacity_std,pct_empty,pct_near_empty,pct_full,pct_near_full,capacity
110,8885,4.376477208778841,3.871118246247909,0,15,10.435678109172763,4.109247788098557,0,17,1.5568936409679235,2.819583567810917,0.25743983581052005,0.22771283801458211,0.6138634181866331,0.2417204581234437,0.13325830050647158,0.4148564997186269,0.017332583005064715,0.06381541924592009,17
111,8868,6.041948579161028,4.545155757791609,0,18,9.573184483536311,4.933978269764002,0,19,1.9786874154262517,4.063261163734777,0.31799729364005414,0.23921872409429526,0.5038518149229636,0.25968306682968423,0.07453766350924673,0.2828146143437077,0.030446549391069014,0.11829048263419034,19
112,8549,10.94022692712598,5.2894290705467055,0,20,6.650836355129255,5.362401674813941,0,20,7.0738098023160605,3.8664171248099195,0.5470113463562989,0.26447145352733514,0.33254181775646274,0.268120083740697,0.02292665808866534,0.08843139548485203,0.13171131126447538,0.2958240729909931,20
113,8880,14.45304054054054,9.370166729661799,0,33,17.180405405405406,9.945855165581305,0,34,9.79864864864865,4.654391891891892,0.4250894276629571,0.2755931391077,0.5053060413354531,0.292525151928862,0.025112612612612613,0.10551801801801802,0.04594594594594595,0.10957207207207208,34
114,8886,12.318140895791132,4.01964248190568,0,19,5.459261760072024,3.96471142959913,0,18,10.072023407607473,2.2461174881836596,0.6159070447895566,0.20098212409528346,0.2729630880036012,0.19823557147995644,0.004501462975467027,0.020819266261534998,0.05491784830069773,0.2756020706729687,20
115,8860,13.230135440180588,4.4464143927908975,0,21,5.958013544018058,4.86984196534113,0,21,11.597178329571106,1.632957110609481,0.6300064495324089,0.21173401870432879,0.2837149306675266,0.23189723644481558,0.0020316027088036117,0.011963882618510158,0.10158013544018059,0.3029345372460497,21
116,8855,18.61389045736872,8.009403296430259,0,34,13.013664596273292,8.307244849217383,0,33,14.35776397515528,4.256126482213439,0.5474673663931976,0.235570685189126,0.38275484106686153,0.2443307308593346,0.0014680971202710334,0.021230942970073406,0.015923207227555053,0.12219085262563524,34
117,8852,13.463172164482604,5.168530158801714,0,21,6.708766380478988,5.468154327864844,0,21,11.17702214188884,2.2861500225937643,0.6411034364039335,0.24612048375246215,0.31946506573709466,0.2603883013268976,0.0005648441030275643,0.01999548124717578,0.12121554450971532,0.33404880253050157,21
118,8484,11.265440829797265,6.531367086007102,0,27,12.540664780763791,6.770752875481521,0,27,8.264497878359265,3.000942951438001,0.4172385492517506,0.2419024846669292,0.4644690659542145,0.25076862501783376,0.03041018387553041,0.10372465818010372,0.010961810466760962,0.07083922677982084,27
119,8853,11.365525810459731,7.212521421772646,0,32,21.623856319891562,7.712931857788422,1,36,7.556647464136451,3.8088783463232803,0.2914237387297367,0.18493644671211906,0.5544578543561939,0.19776748353303641,0.024850333220377274,0.11521518129447644,0.0,0.006438495425279567,39
12,8864,12.147111913357401,8.53161561996765,0,26,12.348262635379061,8.455870094497298,0,26,5.797044223826715,6.350067689530686,0.46719661205220775,0.3281390623064478,0.47493317828381004,0.3252257728652804,0.04828519855595668,0.18761281588447654,0.13334837545126355,0.2157039711191336,26
120,8866,3.666929844349199,3.4083511755805924,0,21,14.619219490187232,3.5787882480222097,0,21,0.8764944732686668,2.7904353710805325,0.1746157068737714,0.16230243693240887,0.6961533090565348,0.1704184880010575,0.14155199639070606,0.4549966162869389,0.004398826979472141,0.011504624407850215,21
121,8881,6.5050106969935815,5.330369675836676,0,20,10.52404008557595,5.710756381657801,0,20,1.327778403332958,5.177232293660624,0.3097624141425515,0.25382712742079455,0.5011447659798071,0.2719407800789435,0.11631573021056188,0.32181060691363583,0.05033216980069812,0.13658371804976918,21
122,8863,9.267290984993794,7.925159036401889,0,32,20.425589529504684,8.026717658993354,0,32,3.16811463387115,6.099176351122645,0.2808269995452665,0.24015633443642076,0.6189572584698388,0.24323386845434405,0.10617172514949791,0.253638722780097,0.0009026289066907368,0.021663093760577682,33
123,8883,2.500731734774288,2.4901233691473945,0,16,13.411009793988518,3.0509521963565076,0,20,0.7313970505459867,1.7693346842283013,0.11908246356068039,0.11857730329273293,0.6386195139994533,0.14528343792173828,0.2017336485421592,0.6238883260159855,0.0009005966452774963,0.0019137678712146796,21
124,8859,14.59385935207134,9.809673931170913,0,30,12.822440456033412,9.959206129410159,0,29,8.580765323399932,6.013094028671407,0.4707696565184304,0.31644109455390085,0.4136271114849488,0.3212647138519411,0.03296083079354329,0.1578056214019641,0.0770967377807879,0.24810926741167175,31
125,8823,12.466734670746911,9.744944958078795,0,29,15.52249801654766,9.927984191857563,0,29,7.4157316105633,5.051003060183611,0.4298874024395487,0.33603258476133796,0.5352585522947468,0.3423442824778484,0.11719369828856398,0.22883373002380142,0.08341833843363936,0.17363708489176016,29
126,8871,14.611881411340322,5.34798856602016,0,23,6.162213955585616,5.605979796914861,0,23,13.380002254537256,1.2318791568030663,0.6352991917974053,0.23252124200087662,0.2679223458950268,0.2437382520397759,0.00033818058843422386,0.016796302558899787,0.16965392853116898,0.3927403900349453,23
127,8868,9.833897158322056,6.043956971176,0,25,13.327920613441588,6.187572235526286,0,27,4.106337392873252,5.727559765448805,0.36421841327118726,0.22385025819170334,0.4936266893867255,0.2291693420565296,0.02627424447451511,0.12911592241768155,0.010825439783491205,0.04792512404149752,27
128,8877,21.85456798467951,10.103906138251093,0,42,17.94851864368593,10.066472809940786,0,41,11.757913709586573,10.096654275092936,0.50824576708557,0.23497456135467626,0.41740741031827744,0.23410401883583168,0.0056325335135744056,0.02624760617325673,0.0027036160865157146,0.05260786301678495,43
129,8876,14.435669220369537,5.782677065359474,0,23,5.958314556106354,5.590944150514299,0,21,10.734903109508787,3.700766110860748,0.6276377921899798,0.25142074197215114,0.25905715461331974,0.24308452828323082,0.005407841369986481,0.028841820639927896,0.1799233889139252,0.3835060838215412,23
